"","AccidentArea","Sex","MaritalStatus","Age","Fault","VehicleCategory","FraudFound_P","Deductible","AgentType","AddressChange_Claim","BasePolicy"
"1753","Urban","Male","Married",53.2314930995926,"Policy Holder","Sport","1",400,"External","2 to 3 years","Collision"
"1754","Urban","Male","Married",43.9011437955778,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"17551","Urban","Male","Married",54.0032786857337,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1756","Urban","Male","Single",34.0150962204207,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1757","Urban","Male","Married",34.7733710308094,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1758","Urban","Female","Married",50.184874990955,"Policy Holder","Sport","1",400,"External","2 to 3 years","Collision"
"1759","Urban","Male","Married",21.7534213582985,"Policy Holder","Sedan","1",413.487856602296,"External","no change","Collision"
"1760","Urban","Male","Married",35.2737604971044,"Third Party","Sport","1",469.426184077747,"External","2 to 3 years","Liability"
"17611","Rural","Male","Single",20.1668453554157,"Policy Holder","Sedan","1",401.853837282397,"External","no change","All Perils"
"17621","Rural","Male","Single",29.0690347536001,"Third Party","Sport","1",443.185879779048,"External","2 to 3 years","Collision"
"1763","Rural","Female","Married",37.729274724843,"Policy Holder","Sedan","1",470.917098899372,"External","2 to 3 years","Collision"
"1764","Rural","Female","Married",28.9375825191382,"Third Party","Sedan","1",435.750330076553,"External","2 to 3 years","All Perils"
"17651","Urban","Male","Married",51.3017471658532,"Policy Holder","Utility","1",400,"External","1 year","All Perils"
"17661","Rural","Female","Married",43.6761472895741,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1767","Rural","Male","Married",47.9565555341542,"Policy Holder","Utility","1",400,"External","1 year","Collision"
"1768","Urban","Female","Married",51.4754238675814,"Policy Holder","Sedan","1",400,"External","1 year","All Perils"
"1769","Urban","Male","Married",53.4305636272766,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"17701","Rural","Female","Married",52.56997814239,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"17711","Urban","Female","Married",41.8196873771958,"Third Party","Sport","1",400,"External","2 to 3 years","Collision"
"17721","Rural","Female","Single",41,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1773","Rural","Female","Married",41,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1774","Urban","Male","Married",41.6405992140062,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"17751","Rural","Male","Single",39.1633108786773,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1776","Rural","Female","Married",41.5910859808791,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1777","Urban","Female","Married",33.920882425271,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"17781","Rural","Male","Single",28.6829767397139,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1779","Urban","Male","Married",32.4971759952605,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1780","Urban","Female","Single",38.8410588807892,"Policy Holder","Sedan","1",400,"External","1 year","Collision"
"17811","Rural","Male","Married",38.5348729132675,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1782","Rural","Male","Single",31.5193309430033,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1783","Rural","Male","Single",27.6212305023801,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1784","Urban","Female","Married",28.2927978776861,"Policy Holder","Sport","1",400,"External","4 to 8 years","Liability"
"1785","Rural","Female","Married",27.7377495225519,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"17861","Urban","Female","Single",28.5910267620347,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1787","Urban","Male","Single",30.851824803045,"Policy Holder","Utility","1",400,"External","4 to 8 years","Collision"
"1788","Urban","Male","Married",28.7026100719813,"Policy Holder","Sport","1",400,"External","4 to 8 years","Liability"
"1789","Rural","Male","Single",41.236314371461,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"17901","Urban","Male","Married",42.7212361525744,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"1791","Urban","Female","Married",29.3543987311423,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"1792","Urban","Male","Single",32.6011287185829,"Third Party","Sedan","1",482.209680904634,"External","2 to 3 years","Collision"
"1793","Urban","Female","Married",34.9114785611164,"Policy Holder","Sedan","1",472.693163412623,"External","no change","All Perils"
"17941","Rural","Male","Married",34.6125267827883,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"17951","Urban","Female","Single",29.1337697869167,"Policy Holder","Sport","1",400,"External","no change","Collision"
"17961","Urban","Female","Married",32.4664605790749,"Policy Holder","Sport","1",400,"External","2 to 3 years","All Perils"
"1797","Rural","Female","Single",41.019533429062,"Third Party","Sedan","1",427.095150644891,"External","2 to 3 years","All Perils"
"1798","Rural","Female","Single",42.8839663169347,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1799","Urban","Female","Married",32.089469471015,"Policy Holder","Sport","1",400,"External","2 to 3 years","Collision"
"1800","Urban","Female","Single",32.8590962765738,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"18011","Urban","Male","Single",41.0086034033448,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1802","Rural","Male","Single",41.0754871279933,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1803","Urban","Male","Married",43.5391836611088,"Policy Holder","Sport","1",400,"External","no change","Collision"
"1804","Urban","Male","Married",43.9086657452863,"Third Party","Sedan","1",400,"External","2 to 3 years","Collision"
"1805","Urban","Male","Married",43.6595960855484,"Policy Holder","Sedan","1",400,"External","1 year","All Perils"
"1806","Rural","Male","Single",43.0937046296895,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1807","Rural","Male","Married",40.934539871756,"Third Party","Sport","1",499.56359914504,"External","no change","Liability"
"1808","Urban","Male","Married",29.1683121733367,"Third Party","Sedan","1",419.801951083355,"External","2 to 3 years","All Perils"
"18091","Urban","Male","Single",33.2554527283646,"Policy Holder","Sedan","1",438.186593307182,"External","no change","Liability"
"1810","Urban","Male","Married",39.4224409423769,"Third Party","Sport","1",489.482939615846,"External","no change","Liability"
"1811","Urban","Male","Married",38.8172249072231,"Policy Holder","Sport","1",467.459078459069,"External","2 to 3 years","Collision"
"18121","Urban","Male","Single",34.9233164663892,"Policy Holder","Sport","1",459.488776442595,"External","2 to 3 years","Collision"
"18131","Rural","Female","Married",22.5769343189895,"Policy Holder","Sport","1",400,"External","no change","Collision"
"1814","Urban","Male","Married",32.0730140546802,"Policy Holder","Utility","1",400,"External","no change","Collision"
"1815","Rural","Female","Single",33.0883388633374,"Policy Holder","Sedan","1",491.166113666259,"External","2 to 3 years","Collision"
"1816","Rural","Male","Single",31.5412440788932,"Policy Holder","Utility","1",400,"External","no change","Collision"
"18171","Urban","Female","Married",33.2412955905311,"Policy Holder","Sedan","1",475.870440946892,"External","no change","All Perils"
"18181","Rural","Female","Single",30.4457964024041,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"18191","Urban","Male","Single",7.10836610174738,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1820","Urban","Female","Single",16.5524043724872,"Third Party","Sedan","1",400,"External","no change","Collision"
"1821","Urban","Male","Single",19.4320505997166,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1822","Urban","Male","Married",26.1130390036851,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"18231","Urban","Male","Single",10.2124316724949,"Third Party","Sedan","1",424.31531350594,"External","no change","Liability"
"1824","Urban","Male","Married",6.82076909020543,"Policy Holder","Sedan","1",416.239926405251,"External","2 to 3 years","All Perils"
"1825","Rural","Male","Single",29.1670928862877,"Policy Holder","Sedan","1",445.244184089825,"External","no change","Collision"
"18261","Urban","Male","Single",27.3187221842818,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1827","Rural","Female","Single",28.8471978693269,"Policy Holder","Sedan","1",440.674255276099,"External","2 to 3 years","All Perils"
"1828","Urban","Male","Single",38.9783042371273,"Policy Holder","Sedan","1",481.114401482046,"External","2 to 3 years","Liability"
"1829","Urban","Male","Single",28.4427233561873,"Policy Holder","Sport","1",415.267020976171,"External","2 to 3 years","Collision"
"1830","Urban","Male","Married",26,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"1831","Rural","Female","Single",33.8804556531832,"Third Party","Sedan","1",485.325739113614,"External","no change","All Perils"
"1832","Urban","Male","Single",35.7764107545372,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"18331","Rural","Female","Married",38.4910563807935,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"18341","Rural","Female","Married",37.6297483574599,"Third Party","Sedan","1",422.837527375668,"External","2 to 3 years","All Perils"
"1835","Urban","Female","Single",33.2735401529353,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"18361","Urban","Female","Married",37.2363731442019,"Third Party","Sedan","1",429.393780929968,"External","2 to 3 years","All Perils"
"1837","Urban","Male","Married",35.3393160037231,"Policy Holder","Sport","1",466.581199946813,"External","2 to 3 years","All Perils"
"1838","Urban","Female","Married",41.8271169438958,"Third Party","Sedan","1",436.542338877916,"External","no change","Collision"
"18391","Urban","Male","Married",42.4498006049544,"Policy Holder","Sport","1",448.996012099087,"External","2 to 3 years","All Perils"
"18401","Urban","Female","Married",40.9788705909159,"Policy Holder","Sedan","1",419.577411818318,"External","2 to 3 years","All Perils"
"18411","Urban","Female","Single",33.8756270380691,"Third Party","Sport","1",468.048588465899,"External","no change","All Perils"
"1842","Urban","Male","Married",41.7616056161933,"Third Party","Sedan","1",435.232112323865,"External","no change","All Perils"
"18431","Urban","Female","Married",26.360507447971,"Policy Holder","Sport","1",400,"External","2 to 3 years","Collision"
"1844","Urban","Female","Married",35.4115772354417,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1845","Urban","Male","Married",39.5316582545638,"Third Party","Sedan","1",418.354271817952,"External","2 to 3 years","All Perils"
"1846","Urban","Male","Married",30.1771952253766,"Policy Holder","Sedan","1",400,"External","2 to 3 years","All Perils"
"1847","Rural","Female","Married",40.2106331698596,"Policy Holder","Sedan","1",409.867085376754,"External","no change","All Perils"
"1848","Urban","Male","Married",45.3736543362029,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1849","Rural","Female","Married",28,"Policy Holder","Sedan","1",400,"External","1 year","All Perils"
"18501","Urban","Female","Single",28,"Policy Holder","Sedan","1",400,"External","no change","Liability"
"1851","Urban","Male","Married",27.5669281678274,"Policy Holder","Sport","1",400,"External","no change","Collision"
"1852","Rural","Male","Single",28,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"18531","Rural","Male","Married",28,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1854","Urban","Male","Married",28,"Policy Holder","Sedan","1",400,"External","1 year","Collision"
"18551","Urban","Female","Married",36.6800646579359,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"18561","Urban","Male","Married",47.1774909934029,"Third Party","Sedan","1",426.035842951387,"External","2 to 3 years","Collision"
"1857","Urban","Female","Married",47.5997014353052,"Policy Holder","Sedan","1",435.007464117371,"External","no change","All Perils"
"1858","Urban","Male","Single",46.1580354040489,"Policy Holder","Sedan","1",471.049114898778,"External","no change","All Perils"
"18591","Urban","Female","Married",35.1567523891572,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1860","Urban","Male","Single",45.2125991163775,"Policy Holder","Sedan","1",494.685022090562,"External","2 to 3 years","Collision"
"1861","Urban","Female","Single",28.3778142919764,"Third Party","Sedan","1",409.44535729941,"External","no change","All Perils"
"18621","Rural","Male","Married",33.715047783684,"Policy Holder","Sedan","1",414.247610815801,"External","4 to 8 years","Collision"
"18631","Urban","Male","Single",33.4113651472144,"Third Party","Sedan","1",429.431742639281,"External","4 to 8 years","All Perils"
"18641","Rural","Male","Married",29.5255735304672,"Third Party","Sedan","1",417.519117682241,"External","2 to 3 years","All Perils"
"18651","Rural","Female","Married",32.4060077215545,"Policy Holder","Sedan","1",479.699613922276,"External","4 to 8 years","All Perils"
"1866","Urban","Female","Married",29.0609377510846,"Policy Holder","Sedan","1",426.523443777114,"External","2 to 3 years","Collision"
"1867","Urban","Male","Married",44.3648536412511,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1868","Rural","Male","Single",42.2177051163744,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1869","Urban","Male","Single",42.3510713723954,"Policy Holder","Sport","1",400,"External","2 to 3 years","All Perils"
"1870","Rural","Male","Single",38.517591658514,"Policy Holder","Sedan","1",460.588631010614,"External","no change","All Perils"
"18711","Urban","Male","Married",35.4465632289648,"Policy Holder","Sedan","1",472.20897981897,"External","no change","All Perils"
"18721","Urban","Female","Single",38.6153081357479,"Policy Holder","Sedan","1",452.404324151576,"External","no change","All Perils"
"1873","Urban","Female","Single",49.008409705013,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"18741","Urban","Male","Married",46.7650547723752,"Third Party","Sedan","1",400,"External","2 to 3 years","Collision"
"1875","Urban","Male","Married",44.6634813882411,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1876","Urban","Male","Single",40.010253213346,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1877","Urban","Female","Married",47.7657424504869,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"18781","Urban","Female","Single",38.1717167496681,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1879","Urban","Male","Single",36.5506347608753,"Third Party","Sedan","1",449.276646273211,"External","no change","All Perils"
"1880","Urban","Male","Single",33.5150207206607,"Policy Holder","Sedan","1",400,"External","2 to 3 years","All Perils"
"18811","Rural","Female","Single",38.031366688665,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"18821","Urban","Male","Married",41.3754447335377,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"18831","Urban","Male","Single",25.2362895123661,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"18841","Urban","Male","Married",31.3469758480787,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"18851","Urban","Female","Married",30.8371192293707,"Policy Holder","Sedan","1",428.45364252571,"External","2 to 3 years","All Perils"
"1886","Urban","Male","Single",41.9885904348921,"Policy Holder","Sedan","1",493.257269565947,"External","2 to 3 years","All Perils"
"1887","Urban","Female","Married",42.4596095785964,"Policy Holder","Sedan","1",496.821232815273,"External","2 to 3 years","All Perils"
"18881","Urban","Male","Married",35.0439779453445,"Policy Holder","Sport","1",427.672526775859,"External","2 to 3 years","All Perils"
"18891","Urban","Female","Single",34.8233064534143,"Policy Holder","Sport","1",425.666422303766,"External","2 to 3 years","All Perils"
"1890","Urban","Female","Married",38.9473822773434,"Policy Holder","Sport","1",463.158020703122,"External","no change","All Perils"
"18911","Urban","Male","Single",40.8926773890853,"Policy Holder","Sedan","1",497.316934727132,"External","no change","All Perils"
"1892","Urban","Female","Single",39.4664446969982,"Third Party","Sedan","1",482.960496633314,"External","2 to 3 years","Liability"
"18931","Urban","Male","Single",41.1606191811152,"Policy Holder","Sedan","1",483.938081888482,"External","2 to 3 years","Collision"
"1894","Rural","Male","Married",38.6216497942805,"Third Party","Sedan","1",440.541244857013,"External","no change","Collision"
"18951","Urban","Female","Single",33.1036096429452,"Policy Holder","Sedan","1",421.036096429452,"External","2 to 3 years","Collision"
"1896","Rural","Female","Married",41.9366470896639,"Policy Holder","Sedan","1",406.335291033611,"External","2 to 3 years","Collision"
"18971","Urban","Female","Married",36.6352961724624,"Third Party","Sport","1",400,"External","2 to 3 years","Collision"
"1898","Urban","Female","Single",29.5572617775761,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"18991","Urban","Female","Single",28.0121267132927,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"1900","Rural","Female","Single",29.4058666825294,"Policy Holder","Sedan","1",410.146667063236,"External","2 to 3 years","All Perils"
"1901","Urban","Female","Married",29.7957143271342,"Policy Holder","Sedan","1",439.78571635671,"External","no change","Collision"
"1902","Urban","Female","Married",30.2485724980943,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1903","Urban","Female","Single",33.8646108745597,"Policy Holder","Sedan","1",456.769456272013,"External","no change","All Perils"
"19041","Urban","Male","Single",31.2717198189348,"Third Party","Sedan","1",493.20700452663,"External","2 to 3 years","Collision"
"1905","Rural","Female","Married",34.169177304022,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1906","Urban","Female","Married",25.9301938379649,"Policy Holder","Sedan","1",400,"External","2 to 3 years","All Perils"
"1907","Urban","Male","Single",31.7358952173963,"Policy Holder","Sedan","1",481.602619565092,"External","2 to 3 years","Collision"
"19081","Urban","Male","Married",33.6319246850908,"Policy Holder","Sport","1",400,"External","no change","Liability"
"1909","Urban","Male","Single",34.2140187169425,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"19101","Urban","Male","Single",36.5272748984862,"Policy Holder","Utility","1",400,"External","4 to 8 years","All Perils"
"1911","Urban","Female","Married",38.0432701464742,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"1912","Urban","Male","Married",35.497382633388,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1913","Urban","Male","Married",38.049127460923,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1914","Urban","Male","Married",34.5910777524114,"Policy Holder","Utility","1",400,"External","2 to 3 years","All Perils"
"1915","Urban","Male","Single",40.7182050524279,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1916","Rural","Male","Married",37.5176869747229,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1917","Rural","Female","Married",34.8089474402368,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"19181","Urban","Female","Single",39.7833997481503,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1919","Urban","Male","Single",38.5903171929531,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"19201","Urban","Male","Married",37.5452366168611,"Policy Holder","Utility","1",400,"External","no change","Collision"
"19211","Urban","Female","Single",45.1449107811786,"Policy Holder","Sport","1",400,"External","1 year","All Perils"
"19221","Rural","Male","Married",34.9491265791003,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"1923","Urban","Female","Single",41.1960133137181,"Policy Holder","Sport","1",400,"External","no change","Collision"
"1924","Rural","Male","Single",44.5847853533924,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"19251","Urban","Female","Married",44.2260405542329,"Policy Holder","Sport","1",400,"External","1 year","Collision"
"19261","Urban","Female","Married",44.7066426849924,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1927","Urban","Male","Married",38.7667647078633,"Policy Holder","Sedan","1",458.892156928778,"External","no change","Collision"
"1928","Urban","Female","Single",41.0017362833023,"Third Party","Sedan","1",449.913185834885,"External","no change","All Perils"
"1929","Rural","Male","Married",37.8743117642589,"Policy Holder","Utility","1",429.143725475296,"External","2 to 3 years","Collision"
"1930","Rural","Female","Married",39.919464154169,"Policy Holder","Sedan","1",498.657735902816,"External","2 to 3 years","All Perils"
"1931","Urban","Female","Single",38.7744554504752,"Third Party","Sport","1",484.68069313094,"External","no change","Liability"
"19321","Urban","Male","Single",37.4364521689713,"Policy Holder","Utility","1",414.548405632377,"External","no change","All Perils"
"19331","Urban","Male","Married",4.77911051199771,"Policy Holder","Sedan","1",416.479691420682,"External","no change","All Perils"
"1934","Rural","Male","Married",29.4419711639639,"Policy Holder","Sedan","1",471.809685765766,"External","2 to 3 years","Collision"
"1935","Urban","Female","Married",23.8573718415573,"Third Party","Sedan","1",482.266799453646,"External","2 to 3 years","All Perils"
"19361","Urban","Male","Single",6.93268171325326,"Policy Holder","Sedan","1",416.908979788423,"External","no change","All Perils"
"1937","Urban","Female","Married",7.61269695032388,"Third Party","Sedan","1",426.250679139048,"External","no change","Collision"
"1938","Urban","Male","Single",15.0047083294485,"Policy Holder","Sedan","1",436.596849584021,"External","no change","All Perils"
"1939","Urban","Female","Single",45.3028310127556,"Policy Holder","Sport","1",400,"External","no change","Liability"
"19401","Urban","Female","Single",46.3045437559485,"Policy Holder","Sedan","1",400,"External","no change","Liability"
"1941","Rural","Male","Married",45.3982170950621,"Third Party","Sedan","1",486.726096831262,"External","no change","Collision"
"1942","Urban","Male","Married",40.8844108581543,"Policy Holder","Sedan","1",400,"External","1 year","All Perils"
"19431","Rural","Female","Single",41.8059108164161,"Policy Holder","Sedan","1",400,"External","1 year","All Perils"
"19441","Urban","Male","Married",45.291065286845,"Policy Holder","Sedan","1",490.297823771834,"External","no change","All Perils"
"1945","Urban","Male","Single",31.4785990482196,"Third Party","Sport","1",404.785990482196,"External","no change","Collision"
"19461","Urban","Male","Married",33.4687506561168,"Policy Holder","Sport","1",424.687506561168,"External","2 to 3 years","Collision"
"1947","Urban","Male","Single",29.7232256364077,"Policy Holder","Sedan","1",463.838718179613,"External","2 to 3 years","Collision"
"19481","Urban","Male","Married",33.1884146821685,"Third Party","Sport","1",421.884146821685,"External","no change","All Perils"
"1949","Urban","Male","Single",35.4929545116611,"Third Party","Sport","1",444.929545116611,"External","no change","Collision"
"1950","Urban","Male","Single",32.6207924801856,"Third Party","Sport","1",481.039624009281,"External","2 to 3 years","Collision"
"1951","Rural","Female","Single",50.9297213079408,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1952","Rural","Male","Single",46.9340193159878,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"1953","Rural","Male","Married",47.7269176840782,"Policy Holder","Sport","1",400,"External","no change","Collision"
"19541","Urban","Female","Married",49.7730840966105,"Policy Holder","Sport","1",400,"External","2 to 3 years","All Perils"
"1955","Urban","Female","Single",50.7177117671818,"Policy Holder","Sport","1",400,"External","no change","Collision"
"1956","Urban","Male","Single",37.6043616542593,"Policy Holder","Sport","1",400,"External","no change","Liability"
"1957","Urban","Male","Single",28.453823938733,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"19581","Urban","Male","Single",27.8401389815845,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1959","Rural","Female","Single",26.6401580770034,"Third Party","Sedan","1",409.145115385763,"External","no change","Collision"
"19601","Urban","Male","Married",26,"Policy Holder","Utility","1",400,"External","4 to 8 years","Collision"
"1961","Urban","Female","Single",30.0499518404249,"Policy Holder","Sedan","1",457.856454863213,"External","no change","All Perils"
"19621","Urban","Male","Married",26.7183996117674,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"19631","Urban","Female","Single",28.6368902279064,"Third Party","Sedan","1",411.692073056474,"External","2 to 3 years","All Perils"
"1964","Urban","Female","Married",35.7151142051443,"Third Party","Sedan","1",462.250815751031,"External","2 to 3 years","All Perils"
"1965","Urban","Male","Married",33.3490209178999,"Policy Holder","Sedan","1",445.350149413571,"External","2 to 3 years","Collision"
"1966","Urban","Male","Married",29.199953484349,"Third Party","Sedan","1",415.713953459635,"External","2 to 3 years","All Perils"
"19671","Urban","Female","Single",28.8069615215063,"Third Party","Sedan","1",430.116025358438,"External","no change","Collision"
"1968","Urban","Male","Married",29.6410465738736,"Third Party","Sedan","1",444.017442897893,"External","2 to 3 years","Collision"
"19691","Urban","Female","Single",58.3277588002384,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1970","Urban","Female","Single",37.0556519520469,"Policy Holder","Sport","1",400,"External","4 to 8 years","Liability"
"19711","Urban","Female","Married",33.7907357108779,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"19721","Urban","Male","Single",60.7580196429044,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1973","Rural","Female","Single",47.5192265808582,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"1974","Rural","Female","Single",56.1751410490833,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"1975","Urban","Male","Single",34.8606080133468,"Policy Holder","Sedan","1",628.686933778226,"External","no change","Collision"
"1976","Urban","Male","Married",34.980858896859,"Third Party","Sedan","1",599.04294484295,"External","no change","Collision"
"19771","Rural","Male","Married",40.0767651293427,"Third Party","Sedan","1",546.161743532866,"External","2 to 3 years","All Perils"
"19781","Urban","Female","Married",41.6002588537522,"Third Party","Sedan","1",469.987057312392,"External","2 to 3 years","All Perils"
"19791","Urban","Female","Married",38.7763106143102,"Third Party","Sedan","1",611.18446928449,"External","no change","Collision"
"19801","Urban","Male","Married",37.8265658495948,"Third Party","Sedan","1",658.671707520261,"External","2 to 3 years","All Perils"
"1981","Urban","Female","Single",26.0141979982145,"Policy Holder","Sport","1",400,"External","no change","Liability"
"19821","Urban","Female","Married",28,"Policy Holder","Sedan","1",400,"External","no change","Liability"
"19831","Urban","Male","Married",39.0454647394363,"Policy Holder","Sport","1",400,"External","2 to 3 years","All Perils"
"1984","Urban","Female","Married",35.2593510756269,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1985","Urban","Male","Single",26.6491711679846,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"19861","Urban","Female","Married",28,"Policy Holder","Sedan","1",400,"External","no change","Liability"
"1987","Urban","Female","Single",31.8734054956585,"Policy Holder","Utility","1",400,"External","4 to 8 years","All Perils"
"1988","Urban","Male","Single",31.8758809627034,"Policy Holder","Utility","1",400,"External","4 to 8 years","Collision"
"1989","Urban","Female","Married",37.8221786008216,"Policy Holder","Utility","1",400,"External","2 to 3 years","All Perils"
"19901","Urban","Female","Single",33.9063607263379,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"1991","Urban","Male","Single",33.2989494609646,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"19921","Urban","Male","Married",31.9639039786998,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"19931","Rural","Male","Married",35.7868502289057,"Third Party","Sedan","1",434.835627861321,"External","no change","Collision"
"19941","Rural","Male","Single",33,"Policy Holder","Sedan","1",474.770792992786,"External","2 to 3 years","Collision"
"19951","Rural","Male","Single",41.8130560498685,"Third Party","Sport","1",497.922844998538,"External","no change","All Perils"
"1996","Urban","Male","Single",39.2196849575266,"Policy Holder","Sedan","1",469.107610639185,"External","2 to 3 years","All Perils"
"19971","Rural","Female","Married",32.669292553328,"Policy Holder","Sedan","1",408.267686166801,"External","2 to 3 years","All Perils"
"1998","Urban","Female","Single",35.4115174077451,"Third Party","Sedan","1",420.095978397876,"External","2 to 3 years","Collision"
"19991","Urban","Male","Single",34.2941950839013,"Policy Holder","Sedan","1",400,"External","no change","Liability"
"20001","Rural","Male","Married",34.1980014271103,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"2001","Urban","Male","Married",34.6862470284104,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"20021","Urban","Female","Married",35.5359970447607,"Third Party","Sedan","1",415.466765174642,"External","2 to 3 years","All Perils"
"20031","Urban","Female","Single",35.4567937504034,"Policy Holder","Sedan","1",418.106874986552,"External","2 to 3 years","All Perils"
"20041","Urban","Female","Single",31.4176144534722,"Policy Holder","Sedan","1",491.647710930556,"External","no change","All Perils"
"2005","Rural","Male","Single",32.1343156718649,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"2006","Rural","Female","Single",33.0047177495435,"Policy Holder","Sedan","1",449.882056261413,"External","no change","Collision"
"2007","Urban","Female","Married",32.4583151359111,"Policy Holder","Sedan","1",463.542121602222,"External","2 to 3 years","All Perils"
"20081","Rural","Male","Single",33.8977227408905,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2009","Rural","Male","Single",33.7473131667357,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"20101","Urban","Female","Married",29.2996917350683,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2011","Urban","Male","Married",52.8989093471318,"Policy Holder","Sedan","1",400,"External","no change","Collision"
